,author_ID,Gender,Repo_name,Commit_datetime,Commit_message,Added,Deleted,Modified,Removed,Day,MSG_LEN,Tag,Message,Tag_type,Message_Type,tagMessageAccuracy,Commit_Type,Commit_Type_2,Project_Type,team_info,count_of_females,count_of_males,predicted_tags
28007,f7alsf1ml,M,csc216-T-P2-13,2020-10-25 12:02:39,[Update] Update manager classes,169.0,0.0,24.0,0.0,6,31.0,UPDATE, Update manager classes,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
28005,f7alsf1ml,M,csc216-T-P2-13,2020-10-25 12:17:56,[Update] Update manager classes,167.0,0.0,23.0,0.0,6,31.0,UPDATE, Update manager classes,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
28004,f7alsf1ml,M,csc216-T-P2-13,2020-10-25 12:55:25,[Implement] Implement Order manager class,167.0,0.0,23.0,0.0,6,41.0,IMPLEMENT, Implement Order manager class,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
28003,f7alsf1ml,M,csc216-T-P2-13,2020-10-26 11:02:35,[Test] Add test cases to Customer; MenuItem and Exception,167.0,0.0,22.0,0.0,0,57.0,TEST, Add test cases to Customer; MenuItem and Exception,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
28002,f7alsf1ml,M,csc216-T-P2-13,2020-10-26 11:02:54,[test files] Add test files,148.0,0.0,22.0,0.0,0,27.0,Untagged,[test files] Add test files,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
28001,f7alsf1ml,M,csc216-T-P2-13,2020-10-26 12:18:13,[test] Add test cases to Order and OrderItem class,148.0,0.0,22.0,0.0,0,50.0,TEST, Add test cases to Order and OrderItem class,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
28000,f7alsf1ml,M,csc216-T-P2-13,2020-10-26 12:29:08,[Update] Update OrderTest cases,148.0,0.0,22.0,0.0,0,31.0,UPDATE, Update OrderTest cases,Misc,Testing,False,Testing,misc,Team P2,mixed,1,1,[implementation]
28006,f7alsf1ml,M,csc216-T-P2-13,2020-10-25 12:16:45,[Update] Update manager classes,167.0,0.0,23.0,0.0,6,31.0,UPDATE, Update manager classes,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
79555,4.9szx37,F,csc216-T-P2-13,2020-11-05 14:54:15,catch IllegalArgumentException when adding an element into sortedlist,0.0,0.0,122.0,0.0,3,69.0,Untagged,catch IllegalArgumentException when adding an element into sortedlist,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
27969,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 06:41:09,[Update] Update CustomerManager.add,0.0,0.0,128.0,0.0,6,35.0,UPDATE, Update CustomerManager.add,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
79557,4.9szx37,F,csc216-T-P2-13,2020-11-05 14:49:29,construct menu item object to avoid NullPointerException,0.0,0.0,122.0,0.0,3,56.0,Untagged,construct menu item object to avoid NullPointerException,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
27942,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 08:01:31,[Update] Update MenuManager.removeMenuItem check  Cannot delete a menu item that is part of an open order,0.0,0.0,125.0,0.0,1,105.0,UPDATE, Update MenuManager.removeMenuItem check  Cannot delete a menu item that is part of an open order,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[debugging]
27943,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 07:21:36,[Update] Update OrderManager.getOrdersByCustomer check null,0.0,0.0,125.0,0.0,1,59.0,UPDATE, Update OrderManager.getOrdersByCustomer check null,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[test]
27944,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 07:20:52,[Update] Update OrderManager.getOrdersByCustomer check null,0.0,0.0,125.0,0.0,1,59.0,UPDATE, Update OrderManager.getOrdersByCustomer check null,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[test]
27945,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 07:17:01,[Update] Update OrderManager.placeOrder check functionality,0.0,0.0,125.0,0.0,1,59.0,UPDATE, Update OrderManager.placeOrder check functionality,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27946,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 07:14:30,[Update] Update Test cases,0.0,0.0,125.0,0.0,1,26.0,UPDATE, Update Test cases,Misc,Testing,False,Testing,misc,Team P2,mixed,1,1,[test]
27947,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 07:10:01,[Update] Update OrderManager.placeOrder() check order num,0.0,0.0,125.0,0.0,1,57.0,UPDATE, Update OrderManager.placeOrder() check order num,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27948,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 09:00:33,[Update] Update OrderManager.getNextOrder,0.0,0.0,125.0,0.0,6,41.0,UPDATE, Update OrderManager.getNextOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27949,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:58:49,[Update] Update OrderManager.getNextOrder,0.0,0.0,125.0,0.0,6,41.0,UPDATE, Update OrderManager.getNextOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27950,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:55:30,[Update] Update OrderManager.getNextOrder,0.0,0.0,126.0,0.0,6,41.0,UPDATE, Update OrderManager.getNextOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27951,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:48:36,[Update] Update OrderManager.fulfillOrder,0.0,0.0,126.0,0.0,6,41.0,UPDATE, Update OrderManager.fulfillOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27952,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:35:57,[Update] Update OrderManager.fulfillOrder/cancel,0.0,0.0,126.0,0.0,6,48.0,UPDATE, Update OrderManager.fulfillOrder/cancel,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27953,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:22:58,[Update] Update OrderManager.fulfillOrder/cancel,0.0,0.0,126.0,0.0,6,48.0,UPDATE, Update OrderManager.fulfillOrder/cancel,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27954,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:18:26,[Update] Update OrderManager.fulfillOrder,0.0,0.0,126.0,0.0,6,41.0,UPDATE, Update OrderManager.fulfillOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27955,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:15:51,[Update] Update OrderManager.fulfillOrder,0.0,0.0,126.0,0.0,6,41.0,UPDATE, Update OrderManager.fulfillOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27956,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:13:16,[Update] Update OrderManager.fulfillOrder,0.0,0.0,126.0,0.0,6,41.0,UPDATE, Update OrderManager.fulfillOrder,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27957,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:10:05,[Update] Update OrderManager.removeAllOrders,0.0,0.0,126.0,0.0,6,44.0,UPDATE, Update OrderManager.removeAllOrders,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27958,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 08:04:26,[Update] Update OrderManager.placeOrder Exception,0.0,0.0,126.0,0.0,6,49.0,UPDATE, Update OrderManager.placeOrder Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27959,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:56:27,[Update] Update OrderManager.removeItem Exception,0.0,0.0,126.0,0.0,6,49.0,UPDATE, Update OrderManager.removeItem Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[bugfix]
27960,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:48:00,[Update] Update CustomerManager.remove Exception,0.0,0.0,126.0,0.0,6,48.0,UPDATE, Update CustomerManager.remove Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27961,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:41:10,[Update] Update CustomerManager.remove/.edit Exception,0.0,0.0,126.0,0.0,6,54.0,UPDATE, Update CustomerManager.remove/.edit Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27962,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:35:23,[Update] Update CustomerManager.remove Exception,0.0,0.0,126.0,0.0,6,48.0,UPDATE, Update CustomerManager.remove Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27963,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:33:55,[Update] Update CustomerManager.remove Exception,0.0,0.0,126.0,0.0,6,48.0,UPDATE, Update CustomerManager.remove Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27964,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:29:49,[Update] Update CustomerManager.remove Exception,0.0,0.0,126.0,0.0,6,48.0,UPDATE, Update CustomerManager.remove Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27965,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 07:26:54,[Update] Update OrderManager and CustomerManager.remove Exception,0.0,0.0,126.0,0.0,6,65.0,UPDATE, Update OrderManager and CustomerManager.remove Exception,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27966,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 06:53:50,[Update] Update CustomerManager.add and check style,0.0,0.0,127.0,0.0,6,51.0,UPDATE, Update CustomerManager.add and check style,Misc,ImplementationStyling,False,ImplementationStyling,misc,Team P2,mixed,1,1,[style]
27967,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 06:51:39,[Update] Update CustomerManager.add,0.0,0.0,128.0,0.0,6,35.0,UPDATE, Update CustomerManager.add,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[implementation]
27968,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 06:49:08,[Update] Solve checkstyle warnings,0.0,0.0,128.0,0.0,6,34.0,UPDATE, Solve checkstyle warnings,Misc,Styling,False,Styling,misc,Team P2,mixed,1,1,[style]
27941,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 08:02:54,[Update] Update MenuManager.removeMenuItem check  Cannot delete a menu item that is part of an open order,0.0,0.0,124.0,0.0,1,105.0,UPDATE, Update MenuManager.removeMenuItem check  Cannot delete a menu item that is part of an open order,Misc,Implementation,False,Implementation,misc,Team P2,mixed,1,1,[debugging]
27940,f7alsf1ml,M,csc216-T-P2-13,2020-11-03 10:11:13,[Update] testGetOrdersByCustomer,0.0,0.0,124.0,0.0,1,32.0,UPDATE, testGetOrdersByCustomer,Misc,Testing,False,Testing,misc,Team P2,mixed,1,1,[bugfix]
27939,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 05:14:47,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
27938,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 05:17:08,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
79558,4.9szx37,F,csc216-T-P2-13,2020-11-05 14:46:58,check null element before add into list,0.0,0.0,122.0,0.0,3,39.0,Untagged,check null element before add into list,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
79559,4.9szx37,F,csc216-T-P2-13,2020-11-05 14:44:01,edit exception message,0.0,0.0,122.0,0.0,3,22.0,Untagged,edit exception message,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
79560,4.9szx37,F,csc216-T-P2-13,2020-11-04 17:47:20,fix Reader and Writer to pass local tests,0.0,0.0,122.0,0.0,2,41.0,Untagged,fix Reader and Writer to pass local tests,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[test]
79567,4.9szx37,F,csc216-T-P2-13,2020-10-29 20:56:59,remove all system out statements which assist with test,148.0,0.0,21.0,0.0,3,55.0,Untagged,remove all system out statements which assist with test,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
79562,4.9szx37,F,csc216-T-P2-13,2020-10-29 23:48:57,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-13.git into main  Conflicts:  Project2/test/edu/ncsu/csc216/hloj/model/io/HLOJDataWriterTest.java ,0.0,0.0,136.0,0.0,3,178.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-13.git into main  Conflicts:  Project2/test/edu/ncsu/csc216/hloj/model/io/HLOJDataWriterTest.java ,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
79563,4.9szx37,F,csc216-T-P2-13,2020-10-29 23:48:41,generate javadoc,0.0,0.0,136.0,0.0,3,16.0,Untagged,generate javadoc,Untagged,Documentation,Untagged,Documentation,untagged,Team P2,mixed,1,1,[documentation]
79564,4.9szx37,F,csc216-T-P2-13,2020-10-29 23:45:38,update HLOJDataWriter class,146.0,0.0,23.0,0.0,3,27.0,Untagged,update HLOJDataWriter class,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
79565,4.9szx37,F,csc216-T-P2-13,2020-10-29 23:00:07,actual test files,147.0,1.0,22.0,0.0,3,17.0,Untagged,actual test files,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
79566,4.9szx37,F,csc216-T-P2-13,2020-10-29 22:59:31,HLOJDataWriter finished but failed test,148.0,0.0,21.0,0.0,3,39.0,Untagged,HLOJDataWriter finished but failed test,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
79576,4.9szx37,F,csc216-T-P2-13,2020-10-20 19:50:34,tests added,170.0,1.0,23.0,0.0,1,11.0,Untagged,tests added,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
79575,4.9szx37,F,csc216-T-P2-13,2020-10-22 10:18:51,javadoc for all tests,169.0,0.0,24.0,0.0,3,21.0,Untagged,javadoc for all tests,Untagged,DocumentationTesting,Untagged,DocumentationTesting,untagged,Team P2,mixed,1,1,[documentation]
79574,4.9szx37,F,csc216-T-P2-13,2020-10-22 20:28:46,fix half of javadoc and pmd errors,169.0,0.0,24.0,0.0,3,34.0,Untagged,fix half of javadoc and pmd errors,Untagged,DocumentationImplementationStyling,Untagged,DocumentationImplementationStyling,untagged,Team P2,mixed,1,1,[debugging]
79573,4.9szx37,F,csc216-T-P2-13,2020-10-28 00:32:22,CustomerManagerTest finished but with test failure on editCustomer(),148.0,0.0,22.0,0.0,2,68.0,Untagged,CustomerManagerTest finished but with test failure on editCustomer(),Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[test]
79556,4.9szx37,F,csc216-T-P2-13,2020-11-05 14:52:17,use try catch to avoid NullPointerException for adding menuitems to list,0.0,0.0,122.0,0.0,3,72.0,Untagged,use try catch to avoid NullPointerException for adding menuitems to list,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
79572,4.9szx37,F,csc216-T-P2-13,2020-10-28 21:19:13,fix all checkstyle errors except for unfinished class,148.0,0.0,21.0,0.0,2,53.0,Untagged,fix all checkstyle errors except for unfinished class,Untagged,ImplementationStyling,Untagged,ImplementationStyling,untagged,Team P2,mixed,1,1,[bugfix]
79570,4.9szx37,F,csc216-T-P2-13,2020-10-28 23:30:49,UniqueList finished,148.0,0.0,21.0,0.0,2,19.0,Untagged,UniqueList finished,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
79569,4.9szx37,F,csc216-T-P2-13,2020-10-29 04:17:08,UniqueListTest finished with 87% coverage,148.0,0.0,21.0,0.0,3,41.0,Untagged,UniqueListTest finished with 87% coverage,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
79568,4.9szx37,F,csc216-T-P2-13,2020-10-29 20:54:06,HLOJDataReader and HLOJDataReader finished and with 89% test coverage,148.0,0.0,21.0,0.0,3,69.0,Untagged,HLOJDataReader and HLOJDataReader finished and with 89% test coverage,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
27928,f7alsf1ml,M,csc216-T-P2-13,2020-11-05 16:38:15,[Update] Update Javadoc,0.0,0.0,116.0,0.0,3,23.0,UPDATE, Update Javadoc,Misc,Documentation,False,Documentation,misc,Team P2,mixed,1,1,[documentation]
27929,f7alsf1ml,M,csc216-T-P2-13,2020-11-05 16:21:18,[Update] Update writer funcitionality,0.0,0.0,118.0,0.0,3,37.0,UPDATE, Update writer funcitionality,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27930,f7alsf1ml,M,csc216-T-P2-13,2020-11-05 15:59:53,[Update] Update placeOrder check,0.0,0.0,121.0,0.0,3,32.0,UPDATE, Update placeOrder check,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27931,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 06:28:14,[CheckStyle] Solve checkstyle warning,0.0,0.0,123.0,0.0,2,37.0,CHECKSTYLE, Solve checkstyle warning,Styling,Styling,True,Styling,style,Team P2,mixed,1,1,[style]
27932,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 06:26:58,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
27933,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 06:25:28,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
27934,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 06:22:28,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
27935,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 06:07:08,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
27936,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 05:25:14,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
27937,f7alsf1ml,M,csc216-T-P2-13,2020-11-04 05:20:19,[Update] Update UniqueList.addintE,0.0,0.0,124.0,0.0,2,34.0,UPDATE, Update UniqueList.addintE,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[bugfix]
79571,4.9szx37,F,csc216-T-P2-13,2020-10-28 21:23:30,fixed all checkstyle exception for UniqueList; reader and writer,148.0,0.0,21.0,0.0,2,64.0,Untagged,fixed all checkstyle exception for UniqueList; reader and writer,Untagged,ImplementationStyling,Untagged,ImplementationStyling,untagged,Team P2,mixed,1,1,[debugging]
79561,4.9szx37,F,csc216-T-P2-13,2020-10-29 23:50:55,remove all system out println which asssists with test,0.0,0.0,136.0,0.0,3,54.0,Untagged,remove all system out println which asssists with test,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
28009,f7alsf1ml,M,csc216-T-P2-13,2020-10-20 14:38:41,[Update] Update SortedList class,181.0,0.0,13.0,0.0,1,32.0,UPDATE, Update SortedList class,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27974,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 08:56:51,[Update] Update SortedList,0.0,0.0,132.0,0.0,4,26.0,UPDATE, Update SortedList,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27977,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 08:15:46,[Update] Update SortedList,0.0,0.0,132.0,0.0,4,26.0,UPDATE, Update SortedList,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27976,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 08:36:08,[Update] Update SortedList,0.0,0.0,132.0,0.0,4,26.0,UPDATE, Update SortedList,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27975,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 08:55:12,[Update] Update SortedList,0.0,0.0,132.0,0.0,4,26.0,UPDATE, Update SortedList,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27973,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 09:07:11,[Update] Update SortedList,0.0,0.0,132.0,0.0,4,26.0,UPDATE, Update SortedList,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27972,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 09:25:35,[Update] Update SortedList,0.0,0.0,129.0,0.0,4,26.0,UPDATE, Update SortedList,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27971,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 06:06:13,[Update] Update classes,0.0,0.0,129.0,0.0,6,23.0,UPDATE, Update classes,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27978,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 08:12:03,[Update] Update Order.addMenuItem method,0.0,0.0,132.0,0.0,4,40.0,UPDATE, Update Order.addMenuItem method,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27970,f7alsf1ml,M,csc216-T-P2-13,2020-11-01 06:31:54,[Update] Update Order.remove method,0.0,0.0,128.0,0.0,6,35.0,UPDATE, Update Order.remove method,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27980,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 02:46:24,[Update] Update SortedList class,0.0,0.0,132.0,0.0,4,32.0,UPDATE, Update SortedList class,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27981,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 01:50:56,[Update] Update MenuItem class,0.0,0.0,132.0,0.0,4,30.0,UPDATE, Update MenuItem class,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27982,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 01:35:07,[Update] Update MenuItem class compareTo,0.0,0.0,132.0,0.0,4,40.0,UPDATE, Update MenuItem class compareTo,Misc,Misc,True,Misc,misc,Team P2,mixed,1,1,[implementation]
27979,f7alsf1ml,M,csc216-T-P2-13,2020-10-30 03:49:50,[Update] Update SortedList class and Test cases,0.0,0.0,132.0,0.0,4,47.0,UPDATE, Update SortedList class and Test cases,Misc,Testing,False,Testing,misc,Team P2,mixed,1,1,[test]
56786,n.xsmtooge,M,csc216-T-P2-16,2020-10-24 01:44:47,[Test] Added ModelException test.,7.0,0.0,21.0,0.0,5,33.0,TEST, Added ModelException test.,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
56781,n.xsmtooge,M,csc216-T-P2-16,2020-10-28 23:17:09,[Test] Passing OrderManager tests.,6.0,0.0,21.0,0.0,2,34.0,TEST, Passing OrderManager tests.,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
56775,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 00:56:11,[Debug] Attempt to fix compilation errors,5.0,0.0,19.0,0.0,3,41.0,DEBUG, Attempt to fix compilation errors,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56777,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 00:45:16,[Test] Passing all tests!,5.0,0.0,20.0,0.0,3,25.0,TEST, Passing all tests!,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
56776,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 00:47:47,[Debug] Attempt to fix Jenkins compilation error.,5.0,0.0,19.0,0.0,3,49.0,DEBUG, Attempt to fix Jenkins compilation error.,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56756,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 03:17:30,[Debug] Fixed errors with invalid checks in the DataReader IO class.,5.0,0.0,3.0,0.0,3,68.0,DEBUG, Fixed errors with invalid checks in the DataReader IO class.,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56757,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 03:11:29,[Debug] added check when constructing orders that the customer is not null.,5.0,0.0,3.0,0.0,3,75.0,DEBUG, added check when constructing orders that the customer is not null.,Implementation,Misc,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56784,n.xsmtooge,M,csc216-T-P2-16,2020-10-28 00:11:18,[Implementation] Implemented HLOJDataWriter,7.0,0.0,21.0,0.0,2,43.0,IMPLEMENTATION, Implemented HLOJDataWriter,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
56780,n.xsmtooge,M,csc216-T-P2-16,2020-10-28 23:47:03,[Implementation] Implemented UniqueList and tested.,5.0,0.0,22.0,0.0,2,51.0,IMPLEMENTATION, Implemented UniqueList and tested.,Implementation,ImplementationTesting,True,ImplementationTesting,implementation,Team P2,mixed,1,1,[implementation]
56758,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 03:07:12,[Debug] Changed the way orders are constructed to ensure the proper IDs are used when reading in files.,5.0,0.0,3.0,0.0,3,103.0,DEBUG, Changed the way orders are constructed to ensure the proper IDs are used when reading in files.,Implementation,Misc,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56759,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 03:03:53,[Debug] Never updated flag in IO upon reading an order. This has been fixed.,5.0,0.0,3.0,0.0,3,76.0,DEBUG, Never updated flag in IO upon reading an order. This has been fixed.,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56782,n.xsmtooge,M,csc216-T-P2-16,2020-10-28 00:48:56,[Test] Added test for HLOJDataReader,6.0,0.0,21.0,0.0,2,36.0,TEST, Added test for HLOJDataReader,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
56785,n.xsmtooge,M,csc216-T-P2-16,2020-10-27 23:37:34,[Implementation] Added an implementation for HLOJDataReader,7.0,0.0,21.0,0.0,1,59.0,IMPLEMENTATION, Added an implementation for HLOJDataReader,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
56769,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 01:55:23,[Debug] Attempt to fix TS errors in OrderManager.,5.0,0.0,9.0,0.0,3,49.0,DEBUG, Attempt to fix TS errors in OrderManager.,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
56774,n.xsmtooge,M,csc216-T-P2-16,2020-10-29 01:02:26,[Test] Attempt to fix compilation errors.,5.0,0.0,19.0,0.0,3,41.0,TEST, Attempt to fix compilation errors.,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
